Dataset,Seed,AEVariant,Family,FamilyMetricCollapsed,CollapsedMetricValue,FamilyRowCountWithinSeed,MCC
NSL_KDD,42,FF_DAE,EXPONENTIAL,0.8517315602575262,0.8517315602575262,36,0.8517315602575262
NSL_KDD,42,FF_DAE,FIBONACCI,0.8517848915682689,0.8517848915682689,36,0.8517848915682689
NSL_KDD,42,FF_DAE,LAPLACE,0.8514555105356338,0.8514555105356338,36,0.8514555105356338
NSL_KDD,42,FF_DAE,LINEAR,0.8488738637365669,0.8488738637365669,36,0.8488738637365669
NSL_KDD,42,FF_DAE,LOGISTIC,0.8501490608640504,0.8501490608640504,36,0.8501490608640504
NSL_KDD,42,FF_DAE,SIGMOID,0.8499097579224117,0.8499097579224117,36,0.8499097579224117
NSL_KDD,42,RES_DAE,CAUCHY,0.8234123613476798,0.8234123613476798,36,0.8234123613476798
NSL_KDD,42,RES_DAE,CONST,0.8192045631629298,0.8192045631629298,9,0.8192045631629298
NSL_KDD,42,RES_DAE,COSINE,0.8233381398621764,0.8233381398621764,36,0.8233381398621764
NSL_KDD,42,RES_DAE,EXPONENTIAL,0.8290633160873864,0.8290633160873864,36,0.8290633160873864
NSL_KDD,42,RES_DAE,FIBONACCI,0.8269863392325205,0.8269863392325205,36,0.8269863392325205
NSL_KDD,42,RES_DAE,LAPLACE,0.8247001107318783,0.8247001107318783,36,0.8247001107318783
NSL_KDD,42,RES_DAE,LINEAR,0.8235478115744408,0.8235478115744408,36,0.8235478115744408
NSL_KDD,42,RES_DAE,LOGISTIC,0.8225812044415954,0.8225812044415954,36,0.8225812044415954
NSL_KDD,42,RES_DAE,SIGMOID,0.8225755174424482,0.8225755174424482,36,0.8225755174424482
NSL_KDD,42,SPARSE_DAE,CAUCHY,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,CONST,0.8008207277243209,0.8008207277243209,9,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,COSINE,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,EXPONENTIAL,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,FIBONACCI,0.8008195928002082,0.8008195928002082,36,0.8008195928002082
NSL_KDD,42,SPARSE_DAE,LAPLACE,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,LINEAR,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,LOGISTIC,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
NSL_KDD,42,SPARSE_DAE,SIGMOID,0.8008207277243209,0.8008207277243209,36,0.8008207277243209
