Dataset,Seed,AEVariant,Family,FamilyMetricCollapsed,CollapsedMetricValue,FamilyRowCountWithinSeed,MCC
HIKARI2021,7,SPARSE_DAE,CONST,0.259751765659803,0.259751765659803,9,0.259751765659803
HIKARI2021,7,SPARSE_DAE,COSINE,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,EXPONENTIAL,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,FIBONACCI,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,LAPLACE,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,LINEAR,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,LOGISTIC,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,7,SPARSE_DAE,SIGMOID,0.2597104184092227,0.2597104184092227,36,0.2597104184092227
HIKARI2021,42,DVAE,CAUCHY,0.22335256718972005,0.22335256718972005,36,0.22335256718972005
HIKARI2021,42,DVAE,CONST,0.2336899287562724,0.2336899287562724,9,0.2336899287562724
HIKARI2021,42,DVAE,COSINE,0.22679754215005074,0.22679754215005074,36,0.22679754215005074
HIKARI2021,42,DVAE,EXPONENTIAL,0.21101576537940986,0.21101576537940986,36,0.21101576537940986
HIKARI2021,42,DVAE,FIBONACCI,0.21770496051400418,0.21770496051400418,36,0.21770496051400418
HIKARI2021,42,DVAE,LAPLACE,0.2256001130104185,0.2256001130104185,36,0.2256001130104185
HIKARI2021,42,DVAE,LINEAR,0.23298585084183815,0.23298585084183815,36,0.23298585084183815
HIKARI2021,42,DVAE,LOGISTIC,0.2316968092624367,0.2316968092624367,36,0.2316968092624367
HIKARI2021,42,DVAE,SIGMOID,0.2216733137966867,0.2216733137966867,36,0.2216733137966867
